Child Participant ID,Event Name,Your age:,Your gender:,Date today:,Please enter your zip code:,"Your current year in school (e.g., 3rd grade, 9th grade): ",Number of siblings you have:,2. What event or change to daily life has been the most negative? (check up to three)  (choice=Worried about someone who has or has had the virus),2. What event or change to daily life has been the most negative? (check up to three)  (choice=Having to stay at home),2. What event or change to daily life has been the most negative? (check up to three)  (choice=Not seeing friends in person),2. What event or change to daily life has been the most negative? (check up to three)  (choice=Thinking about how many people are dying because of the virus),2. What event or change to daily life has been the most negative? (check up to three)  (choice=Not going to school),2. What event or change to daily life has been the most negative? (check up to three)  (choice=Spending more time with family),2. What event or change to daily life has been the most negative? (check up to three)  (choice=Increased stress or disorientation from not having a schedule),"2. What event or change to daily life has been the most negative? (check up to three)  (choice=Not having access to things I need (i.e., food, products))",4. What event or change to daily life has been the most positive? (check all that apply)  (choice=Reduced amount of schoolwork or no schoolwork),4. What event or change to daily life has been the most positive? (check all that apply)  (choice=Less stress/pressure from school and activities),4. What event or change to daily life has been the most positive? (check all that apply)  (choice=More time to relax),"4. What event or change to daily life has been the most positive? (check all that apply)  (choice=Getting to do things they dont usually have time for (i.e., art, music, writing, cooking))","4. What event or change to daily life has been the most positive? (check all that apply)  (choice=Getting more recreational time on the phone/computer (i.e., texting, social media))",4. What event or change to daily life has been the most positive? (check all that apply)  (choice=Getting to watch more TV/movies),4. What event or change to daily life has been the most positive? (check all that apply)  (choice=More time to exercise or go outside),4. What event or change to daily life has been the most positive? (check all that apply)  (choice=Getting more sleep),4. What event or change to daily life has been the most positive? (check all that apply)  (choice=Spending more time with family),4. What event or change to daily life has been the most positive? (check all that apply)  (choice=Spending more time with my pet(s)),4. What event or change to daily life has been the most positive? (check all that apply)  (choice=Not having to have unwanted interactions with other kids at school),4. What event or change to daily life has been the most positive? (check all that apply)  (choice=Feeling like I have more control in creating my own schedule),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Getting a good nights sleep),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Meditation and/or mindfulness practices),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Prayer),"16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Writing (e.g., poetry, journaling))","16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Talking with friends (i.e., FaceTime, Zoom))",16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Using text or other social media with friends),"16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Engaging in more family activities (e.g., games, sports))",16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Exercising),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Playing an instrument),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Listening to music),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Watching a movie),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Spending time with my dog/cat or other pet),"16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Talking to mental health care professionals (e.g., therapists, psychologists, psychiatrists))",16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Playing video games),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Reading a book),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Art or crafts),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Playing board games or cards),"16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Eating comfort foods (e.g., candy and chips))",16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Eating healthier),"16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Increased self-care (e.g., taking baths, giving self a facial))",16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Taking vitamins or herbals for immune system),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Drinking alcohol),"16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Using tobacco (i.e., smoking, vaping))","16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Using marijuana (i.e., smoking, vaping, eating))",16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Using other recreational drugs),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Not skipping their prescribed drugs),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Using new prescription drugs),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Helping others),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=None),16. How are you coping or dealing with stress/anxiety related to the COVID-19 outbreak? (check all that apply)      (choice=Other (please describe):),,"21. Which activity do you miss the most? (choose up to three, and ignore those that don't apply) (choice=In-person contact with friends)","21. Which activity do you miss the most? (choose up to three, and ignore those that don't apply) (choice=In-person contact wiith extended family)","21. Which activity do you miss the most? (choose up to three, and ignore those that don't apply) (choice=Going to school)","21. Which activity do you miss the most? (choose up to three, and ignore those that don't apply) (choice=School work)","21. Which activity do you miss the most? (choose up to three, and ignore those that don't apply) (choice=Family activities in outdoor spaces (e.g., beaches, forests, national parks))","21. Which activity do you miss the most? (choose up to three, and ignore those that don't apply) (choice=Family activities in public spaces (e.g., museums, playgrounds, theaters))","21. Which activity do you miss the most? (choose up to three, and ignore those that don't apply) (choice=Joining in team sports)","21. Which activity do you miss the most? (choose up to three, and ignore those that don't apply) (choice=Going to restaurants or stores)","21. Which activity do you miss the most? (choose up to three, and ignore those that don't apply) (choice=Music, theater, art activities)","21. Which activity do you miss the most? (choose up to three, and ignore those that don't apply) (choice=In-person religious services)","21. Which activity do you miss the most? (choose up to three, and ignore those that don't apply) (choice=Having my job (if you were working or volunteering before))","21. Which activity do you miss the most? (choose up to three, and ignore those that don't apply) (choice=Other (please describe):)",,"22. Which activity do you miss the least? (choose up to three, please ignore those that don't apply to you) (choice=In-person contact with friends)","22. Which activity do you miss the least? (choose up to three, please ignore those that don't apply to you) (choice=In-person contact wiith extended family)","22. Which activity do you miss the least? (choose up to three, please ignore those that don't apply to you) (choice=Going to school)","22. Which activity do you miss the least? (choose up to three, please ignore those that don't apply to you) (choice=School work)","22. Which activity do you miss the least? (choose up to three, please ignore those that don't apply to you) (choice=Family activities in outdoor spaces (e.g., beaches, forests, national parks))","22. Which activity do you miss the least? (choose up to three, please ignore those that don't apply to you) (choice=Family activities in public spaces (e.g., museums, playgrounds, theaters))","22. Which activity do you miss the least? (choose up to three, please ignore those that don't apply to you) (choice=Joining in team sports)","22. Which activity do you miss the least? (choose up to three, please ignore those that don't apply to you) (choice=Going to restaurants or stores)","22. Which activity do you miss the least? (choose up to three, please ignore those that don't apply to you) (choice=Music, theater, art activities)","22. Which activity do you miss the least? (choose up to three, please ignore those that don't apply to you) (choice=In-person religious services)","22. Which activity do you miss the least? (choose up to three, please ignore those that don't apply to you) (choice=Having my job (if you were working or volunteering before))","22. Which activity do you miss the least? (choose up to three, please ignore those that don't apply to you) (choice=Other (please describe):)",,"26. Since your school has closed, how do you stay connected with friends? (check all that apply) (choice=Texting (phone) or Messaging (on social media))","26. Since your school has closed, how do you stay connected with friends? (check all that apply) (choice=Voice-only phone calls)","26. Since your school has closed, how do you stay connected with friends? (check all that apply) (choice=Video calls (e.g., FaceTime, Google Duo, Skype, Zoom))","26. Since your school has closed, how do you stay connected with friends? (check all that apply) (choice=Using social media for live chats)","26. Since your school has closed, how do you stay connected with friends? (check all that apply) (choice=Posting on social media)","26. Since your school has closed, how do you stay connected with friends? (check all that apply) (choice=Using social media to support them (e.g., liking, sharing, retweeting))","26. Since your school has closed, how do you stay connected with friends? (check all that apply) (choice=Online gaming)",27. Have you experienced any sleep changes since the start of the COVID-19 pandemic? (check all that apply) (choice=Getting more sleep),27. Have you experienced any sleep changes since the start of the COVID-19 pandemic? (check all that apply) (choice=Getting less sleep),27. Have you experienced any sleep changes since the start of the COVID-19 pandemic? (check all that apply) (choice=More vivid dreams or more dreaming),27. Have you experienced any sleep changes since the start of the COVID-19 pandemic? (check all that apply) (choice=Fewer dreams),27. Have you experienced any sleep changes since the start of the COVID-19 pandemic? (check all that apply) (choice=More regular sleep hours),27. Have you experienced any sleep changes since the start of the COVID-19 pandemic? (check all that apply) (choice=More interrupted sleep/difficulty staying asleep),27. Have you experienced any sleep changes since the start of the COVID-19 pandemic? (check all that apply) (choice=More irregular sleep),27. Have you experienced any sleep changes since the start of the COVID-19 pandemic? (check all that apply) (choice=Better quality sleep),27. Have you experienced any sleep changes since the start of the COVID-19 pandemic? (check all that apply) (choice=Trouble waking up),27. Have you experienced any sleep changes since the start of the COVID-19 pandemic? (check all that apply) (choice=More daytime naps),27. Have you experienced any sleep changes since the start of the COVID-19 pandemic? (check all that apply) (choice=More alert during the day),27. Have you experienced any sleep changes since the start of the COVID-19 pandemic? (check all that apply) (choice=Other (please describe):),
EF1001C1,COVID-19,19,Male,7/22/20,78612,12th Grade,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"None, because I haven't had any.",1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,None of the above.,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"My sleep schedule have been inconsistent, but since it has gotten a little worse. I've recently trying to fix it but it's still pretty inconsistent."
EF1001C2,COVID-19,17,Male,7/1/20,78612,12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none
EF1001C3,COVID-19,15,Male,7/1/20,78612,10th,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nothing changed 
EF1001C4,COVID-19,14,Male,7/1/20,78612,9,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
EF1003C1,COVID-19,12,Male,7/20/20,78754,8th,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,1,1,1,1,0,0,0,0,,0,0,0,1,0,0,0,0,1,1,0,0,,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,
EF1003C2,COVID-19,15,Male,7/20/20,78754,10th ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,
EF1008C1,COVID-19,17,Male,,78758,12th grade,2,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,1,1,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,
EF1008C2,COVID-19,14,Male,6/13/20,78758,10th grade,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,0,0,0,1,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,1,0,0,0,,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,
EF1009C1,COVID-19,15,Female,6/27/20,78737,10th when school starts,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,1,0,1,1,1,1,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,
EF1009C2,COVID-19,11,Male,6/27/20,78737,going into 6th grade,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,difficulty falling asleep  
EF1011C1,COVID-19,19,Female,6/9/20,78634,Graduate,2,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,
EF1011C2,COVID-19,17,Non-binary,5/28/20,78634,11th grade,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
EF1012C1,COVID-19,16,Male,6/5/20,78665,10th grade,2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"I have noticed that I go to bed later and later, since i stay up for longer, but I do not get up later in the morning, and as such, am slowly decreasing my total sleep amount."
EF1012C2,COVID-19,12,Female,6/9/20,78665,8th grade,3,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,1,0,0,1,1,1,0,0,0,1,Going on Vacation. ,0,0,0,1,1,0,0,0,1,1,0,0,,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,
EF1012C3,COVID-19,12,Female,6/9/20,78665,8th grade,3,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,1,0,0,1,0,0,0,0,,0,0,1,1,0,0,0,0,0,1,0,0,,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,
EF1014C1,COVID-19,20,Male,6/28/20,78748,"Junior, college ",2,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,
EF1014C2,COVID-19,16,Male,7/1/20,78748,11th grade ,2,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,1,0,1,0,0,0,1,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,
EF1016C1,COVID-19,18,Female,7/2/20,78738,Freshman in College,3,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,,1,0,1,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,none,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,
EF1017C1,COVID-19,14,Male,6/29/20,78750,9,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,I don't feel stressed,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Frequently shifting sleep schedule
EF1018C1,COVID-19,19,Female,6/17/20,78753,About to be college sophmore,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,Trouble maintaining a sleep schedule and falling asleep at night
